duration_s,cpu_avg,cpu_max,cpu_total_core_s,mem_avg_mb,mem_peak_mb,rx_avg_bps,tx_avg_bps,rx_peak_bps,tx_peak_bps,rx_total_bytes,tx_total_bytes,matcher_name,mode,dataset_id,experiment_id,vehicle_id,adapter,batch_size,gps_accuracy
15.0,1.643417962580687,2.476855875679327,24.90064862843635,1433.74951171875,1492.90234375,1225.3551532773704,1726.4829621643241,2708.7999999999997,4123.35,19605.682452437926,27623.727394629186,graphium,online,ohare_filtered_vid_1139_sr_1.0,16523baf49f64af2920f43fbc652ea15,1139,native,5.0,
14.0,1.745557240990909,2.9354437441643326,24.904508870532425,1439.7828125,1491.48046875,709.4917107181085,657.340018827254,1297.4779426377597,1389.5,10642.375660771628,9860.10028240881,graphium,online,ohare_filtered_vid_1139_sr_1.0,324ea397c7a54ad18e1339fa50aed98c,1139,native,10.0,
14.0,1.653614896286314,2.7728602504110276,23.48044812253988,1446.5838541666667,1493.328125,563.9373479312738,452.4488195557698,1118.05,1002.2249999999998,8459.060218969107,6786.732293336547,graphium,online,ohare_filtered_vid_1139_sr_1.0,565006ebd2e74bf4945c81eb16ab6a1b,1139,native,30.0,
7.0,0.3789167622997243,0.4268250684003422,2.6650770739655316,195.83984375,221.234375,16946.145207425034,152380.02037790918,19332.196680923866,209615.79880239518,135569.16165940027,1219040.1630232735,barefoot,online,ohare_filtered_vid_1139_sr_1.0,44a75e620a77492daa67aaf769ae6d9c,1139,native,,
12.0,0.3858149712044411,0.7263214388439305,4.518584978721318,295.95677083333334,349.31640625,1805.7163142276063,987.9397430740798,3221.1749999999997,1865.6000000000004,23474.31208495888,12843.216659963038,graphhopper,offline,ohare_filtered_vid_1139_sr_1.0,a06171e307184813a754e7f5924c407e,1139,batches,5.0,50.0
12.0,0.35985726036666554,0.6290207397881997,4.049123644978451,296.2640625,350.59375,1371.8820578712164,504.90556881761574,2453.1749999999997,966.2249999999999,17834.466752325814,6563.772394629004,graphhopper,offline,ohare_filtered_vid_1139_sr_1.0,608460fff66a4536b938f45f7ed02113,1139,batches,10.0,50.0
12.0,0.3423501377996035,0.6326177452554744,4.023580031540831,290.63046875,347.26953125,700.9093410209479,101.22696916993169,1268.6,216.0,9111.821433272322,1315.950599209112,graphhopper,offline,ohare_filtered_vid_1139_sr_1.0,e9ced9bb20504ff5826d53810bc7aa17,1139,batches,30.0,50.0
6.0,0.002679316273452785,0.0028753830311576693,0.016391648569701853,8.85720486111111,11.7265625,1545.8276684283117,3074.819951953098,1750.4476228847707,3535.7545259199574,10820.793678998181,21523.739663671688,osrm,offline,ohare_filtered_vid_1139_sr_1.0,306c9cb5d1f343deb935930fdf243682,1139,batches,10.0,
7.0,0.001811858733928609,0.002125485178777394,0.013013226035812436,5.499609375,7.34765625,880.5585837114813,1978.9897586254772,1167.9696566409368,2728.4161298908703,7044.468669691851,15831.918069003817,osrm,offline,ohare_filtered_vid_1139_sr_1.0,fa32725d10994fbe82fda08afc9f2eca,1139,batches,30.0,
14.0,1.7355691555437702,2.9064160985841636,24.735297080492927,1443.3330729166667,1495.43359375,126.86242186338285,4.176058015250744,311.8010654490106,11.538812785388128,1902.9363279507427,62.64087022876116,graphium,online,ohare_filtered_vid_1139_sr_5.0,3c73fdda78914bddbdb104ed909cd762,1139,native,5.0,
14.0,1.6244542310962875,2.4780352140856343,23.18547488581835,1433.6979166666667,1477.80859375,129.40496075378067,4.120931443215626,303.76499586435074,10.907667493796525,1941.07441130671,61.81397164823438,graphium,online,ohare_filtered_vid_1139_sr_5.0,e6dfe23bf69e499c922fb7106a8fc9e5,1139,native,10.0,
13.0,1.6921148982471075,2.624520352781547,22.383740723324674,1445.7176339285713,1482.69921875,141.82170390354278,3.9581538591038834,305.9988805970149,11.19402985074627,1985.503854649599,55.414154027454366,graphium,online,ohare_filtered_vid_1139_sr_5.0,b47def90b2184d148b806ae1b7d8095d,1139,native,30.0,
7.0,0.24874443332357715,0.2841975768888889,1.7494288534885358,154.678125,206.67578125,12382.269656412096,13151.329992563475,16028.137347436943,16875.278060440498,99058.15725129677,105210.6399405078,barefoot,online,ohare_filtered_vid_1139_sr_5.0,8582086d10da45ba95bd6f5b19044a75,1139,native,,
13.0,0.3794125337372993,0.590940226956041,4.814002618339889,340.3872395833333,381.3671875,678.9285273304664,304.19685782041876,1269.425,648.35,9504.999382626529,4258.756009485863,graphhopper,offline,ohare_filtered_vid_1139_sr_5.0,c4e24b8806ae4c998b159619b9f185bc,1139,batches,5.0,50.0
13.0,0.36981357488647426,0.5639785181616834,4.627272740856343,335.75026041666666,375.453125,387.16846337029864,98.60731675561148,702.4563754747694,230.1,5420.358487184181,1380.5024345785607,graphhopper,offline,ohare_filtered_vid_1139_sr_5.0,ba9505be1dd84fd2bae54247941d850e,1139,batches,10.0,50.0
12.0,0.3718303850705396,0.6615040521023766,4.172290953814637,333.44168526785717,366.86328125,186.69015265298597,7.299389447177062,298.7873080859775,12.758477621692258,2426.9719844888177,94.8920628133018,graphhopper,offline,ohare_filtered_vid_1139_sr_5.0,5ca4a2fe5dbf44f5bf1be0fc6cef78cd,1139,batches,30.0,50.0
7.0,0.0011425065085726412,0.0012968597470238096,0.007843192321557321,3.492578125,4.0703125,467.5121167645141,596.5997373235637,583.4253424657534,732.37505407354,3740.0969341161126,4772.797898588509,osrm,offline,ohare_filtered_vid_1139_sr_5.0,55881f22862a47bdbfa800929d4d8be0,1139,batches,5.0,
8.0,0.0011080803333455927,0.0012890689517819705,0.009005032473794547,3.134765625,3.453125,288.797768243379,437.4392848069213,368.7580293501048,574.0307337526206,2599.1799141904107,3936.953563262292,osrm,offline,ohare_filtered_vid_1139_sr_5.0,84cf1e82824f4828bc8d5d0e4403f2ce,1139,batches,10.0,
7.0,0.0009911242933526914,0.0011972072992700734,0.006731787047551457,2.134548611111111,2.2265625,223.05145172716578,12.060341949304005,272.6362668559262,13.823633782824698,1784.4116138173263,96.48273559443204,osrm,offline,ohare_filtered_vid_1139_sr_5.0,93f77c36abc549648d09c9715cad3e8c,1139,batches,30.0,
14.0,1.656127321577435,2.476096498054475,23.569661713672648,1438.3377604166667,1478.7734375,138.54902333795016,3.770406196572319,301.9434343434344,11.252013348164628,2078.2353500692525,56.556092948584784,graphium,online,ohare_filtered_vid_1139_sr_10.0,dff30ba70d4a435ea4b9e239072def1c,1139,native,5.0,
14.0,1.6667154599515543,2.774552155275065,23.80422187769415,1440.2848958333334,1482.02734375,144.50313217336844,4.073015004063834,275.56858638743455,11.921703183133527,2167.5469826005265,61.09522506095752,graphium,online,ohare_filtered_vid_1139_sr_10.0,48a45425de8048ffac7321e958e17075,1139,native,10.0,
13.0,1.6958144924829595,2.8841034404963337,22.37889681698365,1440.8621651785713,1488.09375,143.24101033874487,3.922780497801397,302.94525547445255,10.668988529718455,2005.3741447424281,54.918926969219555,graphium,online,ohare_filtered_vid_1139_sr_10.0,2d1adfd4f5684f95957aee154657f78f,1139,native,30.0,
7.0,0.1930033293926085,0.22280940988086895,1.3393352686447042,121.31875,166.4765625,12254.283436840178,4990.19524477957,16646.22284739983,6464.978775890157,98034.26749472143,39921.56195823656,barefoot,online,ohare_filtered_vid_1139_sr_10.0,5c40fa895cbf4d15acfd4a577a3c62bf,1139,native,,
12.0,0.35259819857778396,0.6133200340979541,3.9704565474132374,311.0494791666667,369.77734375,437.4199833603923,158.29507963495763,719.4199999999998,316.8666666666667,5686.4597836851,2057.836035254449,graphhopper,offline,ohare_filtered_vid_1139_sr_10.0,b97862be054249368a0015325613915e,1139,batches,5.0,50.0
13.0,0.35646410411584845,0.7002537526381128,4.545466547938452,341.0807291666667,377.25,345.11936643034215,18.086096863447118,598.3025229624461,30.926636437623525,4831.67113002479,253.20535608825966,graphhopper,offline,ohare_filtered_vid_1139_sr_10.0,75227ce4e79c4ba3bb36c623c33bbb9d,1139,batches,10.0,50.0
12.0,0.34289238504757,0.6915735737265416,3.7660274318918683,299.85379464285717,322.9921875,199.6227452696948,7.583243420882988,306.9115732060679,13.44314928425358,2595.0956885060323,98.58216447147885,graphhopper,offline,ohare_filtered_vid_1139_sr_10.0,f03e8a28fd2a4ac1a5520524b945c4e9,1139,batches,30.0,50.0
7.0,0.001021712422334648,0.0011066101342710993,0.007168352461636827,2.660546875,3.13671875,352.2284251065166,294.1008537454268,410.47289002557545,366.97308184143225,2817.827400852133,2352.806829963414,osrm,offline,ohare_filtered_vid_1139_sr_10.0,c50f957187ab4adb96dd435f7fb43a23,1139,batches,5.0,
7.0,0.0008591142871018323,0.001091734113229347,0.005781180183585312,2.06484375,2.234375,234.68488808763584,12.277581966752885,259.3609071274298,14.651619870410364,1877.4791047010867,98.22065573402308,osrm,offline,ohare_filtered_vid_1139_sr_10.0,fe4cd719aaf541c7a4d787af0411fc9c,1139,batches,10.0,
7.0,0.0007931272240845886,0.0010566967426710093,0.005555096294305373,2.05078125,2.19140625,228.683707929308,11.584847590075936,287.0483077813133,14.34645646514319,1829.469663434464,92.67878072060749,osrm,offline,ohare_filtered_vid_1139_sr_10.0,cd7e62f9d0294c0282564b5e5de68df1,1139,batches,30.0,
14.0,1.6091183436863428,2.6034191009896266,22.869044010882302,1451.0015625,1517.64453125,120.56222031269206,4.075604299225709,303.8376339596381,11.691022964509395,1808.433304690381,61.13406448838564,graphium,online,ohare_filtered_vid_1139_sr_20.0,cca48131970e4897886cb193e8e87654,1139,native,5.0,
13.0,1.836105135507818,2.911548275862069,24.358650837769744,1444.779296875,1503.19140625,152.5945899108426,4.2100757358372025,307.151080977357,11.496785403996524,2136.324258751796,58.94106030172084,graphium,online,ohare_filtered_vid_1139_sr_20.0,cdcf044ff20e4bd88910efe57b5af999,1139,native,10.0,
13.0,1.7570295206428421,2.843353658536585,23.230310241345634,1436.19140625,1479.25,142.75871554075215,4.1634071489589415,288.463510762071,11.967560321715817,1998.6220175705303,58.28770008542518,graphium,online,ohare_filtered_vid_1139_sr_20.0,ce5e2ebc61ea4e9c98c0206de7bba1d2,1139,native,30.0,
7.0,0.17908562731306102,0.21748374607679466,1.2873345204631388,91.6765625,123.484375,11914.694168242837,2828.877852681406,16342.769858541893,3686.2487479131887,95317.5533459427,22631.022821451246,barefoot,online,ohare_filtered_vid_1139_sr_20.0,aa3d52cd19f2453bb34d5625e33848ab,1139,native,,
12.0,0.3486887207809851,0.680699395193978,4.0855032511603335,295.751953125,322.75,193.55599067409815,7.45738199668108,326.6711810012837,11.70905006418485,2516.227878763276,96.94596595685404,graphhopper,offline,ohare_filtered_vid_1139_sr_20.0,e99b274104dc4de3b3935a1429450a2e,1139,batches,5.0,50.0
11.0,0.36675245435435677,0.810284070401811,3.820701861759922,302.23325892857144,353.46875,209.57488991486562,7.831062665779011,303.27711256626134,12.60349030470914,2514.8986789783876,93.97275198934813,graphhopper,offline,ohare_filtered_vid_1139_sr_20.0,e9e79b833c7d4e50a104edf22accd133,1139,batches,10.0,50.0
12.0,0.3190690555811193,0.5597770078673602,3.621166054680443,304.82135416666665,354.23046875,195.07246850312993,7.351158363736677,300.5144368489583,13.37009102730819,2535.942090540689,95.5650587285768,graphhopper,offline,ohare_filtered_vid_1139_sr_20.0,36837e3a0e3c4a67b6252b150c8bb673,1139,batches,30.0,50.0
6.0,0.0009432108006109127,0.0011769897358282887,0.005425485868448101,2.0321180555555554,2.203125,271.55475586935796,12.254672921777367,279.765775950668,14.174820143884894,1900.8832910855058,85.78271045244156,osrm,offline,ohare_filtered_vid_1139_sr_20.0,0237c55350bf43b2a1e8e24b69adb434,1139,batches,5.0,
7.0,0.00100010389818419,0.0014266624999999995,0.007026503022822918,2.15234375,2.21484375,204.1203419781424,11.886719904870372,286.2544512787309,14.606183230819036,1632.9627358251391,95.09375923896297,osrm,offline,ohare_filtered_vid_1139_sr_20.0,f5439115682b49cc9f0cd5eec6279eea,1139,batches,10.0,
7.0,0.0009017632864426085,0.0009868061954331766,0.006229929600402955,2.12734375,2.2265625,240.9534001991708,11.904400140446125,279.13284083277364,13.980725319006044,1927.6272015933664,95.235201123569,osrm,offline,ohare_filtered_vid_1139_sr_20.0,c041946c679f4b75b2f73e72c1d909ec,1139,batches,30.0,
12.0,1.9295491772022497,2.631341838478187,23.716335006269844,1448.0477764423076,1499.33984375,535.4153014218854,544.0910673902501,1033.4146489104114,1266.35,6960.3989184845095,7073.183876073252,graphium,online,ohare_filtered_vid_1552_sr_1.0,c93478fa74fe4bf5a1e954c2255982ee,1552,native,5.0,
12.0,1.8737872258360966,2.804845269779821,22.98399582673844,1437.6875,1486.4765625,574.2668392266822,568.6327784496988,1012.1175030599754,1291.8500000000001,7465.46890994687,7392.226119846084,graphium,online,ohare_filtered_vid_1552_sr_1.0,a502eb9cb57f4fa693ff85b78fc5b5c4,1552,native,10.0,
13.0,1.7970618581931241,2.686610345558618,23.99224214803707,1438.739955357143,1482.05078125,540.4453398714955,430.16799016261473,1012.5,992.7249999999999,7566.234758200938,6022.351862276606,graphium,online,ohare_filtered_vid_1552_sr_1.0,c3148a8a30c74705940d0ca9ac4be726,1552,native,30.0,
