duration_s,cpu_avg,cpu_max,cpu_total_core_s,mem_avg_mb,mem_peak_mb,rx_avg_bps,tx_avg_bps,rx_peak_bps,tx_peak_bps,rx_total_bytes,tx_total_bytes,matcher_name,mode,dataset_id,experiment_id,vehicle_id,adapter,batch_size,gps_accuracy
7.0,0.35529620021502994,0.4383967673499268,2.6231127436174733,189.87456597222223,228.83984375,16169.502426951412,87330.29765002393,20488.573122529644,132444.14942228037,129356.0194156113,698642.3812001914,barefoot,online,ohare_filtered_vid_1552_sr_1.0,a3de41fb66eb4ea6b3d536ff618d95ef,1552,native,,
11.0,0.4372876189249524,0.7871313527331188,4.681288670293426,321.1640625,388.11328125,867.2181929584426,398.75131475317613,1257.9750000000001,638.475,10406.618315501311,4785.015777038114,graphhopper,offline,ohare_filtered_vid_1552_sr_1.0,f8d9553c6f4c4c338ade1a1275a8d4ca,1552,batches,5.0,50.0
11.0,0.4327347527251857,0.6478162041379312,4.545000828564297,319.67728365384613,356.42578125,1124.0601134178935,396.07072435585286,2090.8500000000004,804.975,13488.721361014721,4752.848692270234,graphhopper,offline,ohare_filtered_vid_1552_sr_1.0,fa51daf5529542da8fcbd725d1549b7d,1552,batches,10.0,50.0
11.0,0.3684996217873062,0.6997314204508858,3.7222640409967886,285.18722098214283,340.0,1044.6795739229012,176.18521994429125,1830.0114587259707,333.20000000000005,12536.154887074814,2114.222639331495,graphhopper,offline,ohare_filtered_vid_1552_sr_1.0,100fbae6a65f4541987693ef4fd075a8,1552,batches,30.0,50.0
6.0,0.0028345043501048213,0.003241591247379454,0.017319174004192868,6.206163194444445,7.57421875,1314.585324947589,2527.003713686732,1596.641928721174,3077.507756813417,9202.097274633123,17689.025995807126,osrm,offline,ohare_filtered_vid_1552_sr_1.0,1010999fe6d9454ab7fc2278f6391b23,1552,batches,5.0,
6.0,0.0019268127926705123,0.0022392271971496437,0.011817227197149643,4.635416666666667,5.546875,720.1062097047844,1345.3862911435358,870.7357482185273,1634.7724465558194,5040.743467933491,9417.704038004751,osrm,offline,ohare_filtered_vid_1552_sr_1.0,dc67d3b5205549f185f017ce49886817,1552,batches,10.0,
6.0,0.0013432484386216804,0.0014816672738693472,0.00835266727386935,3.572265625,3.8828125,379.6275305096913,977.5637832017227,429.1448492462311,1112.3363065326632,2657.392713567839,6842.946482412059,osrm,offline,ohare_filtered_vid_1552_sr_1.0,ee2d333cc4fd433a9ed20cac3e0d3f95,1552,batches,30.0,
13.0,1.7837877362105938,2.7429108923714542,23.760122043800482,1433.8897879464287,1489.9296875,152.4446882327698,4.47298493789288,310.5484520123839,11.448142414860682,2134.2256352587774,62.62178913050032,graphium,online,ohare_filtered_vid_1552_sr_5.0,3633b159235d4d7c992235d011afef44,1552,native,5.0,
13.0,1.6767746123104426,2.49956368689208,22.30486390733242,1429.908203125,1478.6953125,135.4841746451003,4.5157066863585635,300.1902959481773,12.297393515575333,1896.7784450314043,63.21989360901989,graphium,online,ohare_filtered_vid_1552_sr_5.0,d843ebd2ca9647349ab2fb4e6a87e91b,1552,native,10.0,
13.0,1.7598771410415448,2.7318974217296774,23.441065141248295,1433.097935267857,1484.35546875,138.8394434270524,4.046518529029768,282.70325065475276,11.2,1943.7522079787336,56.651259406416756,graphium,online,ohare_filtered_vid_1552_sr_5.0,0e243e2431fa4640b412289f1f774e8a,1552,native,30.0,
7.0,0.225001967986668,0.27416262876198416,1.6388716434528154,140.46310763888889,176.00390625,11699.40359238024,13063.227719413357,14331.449687369737,17538.747673602993,93595.22873904192,104505.82175530685,barefoot,online,ohare_filtered_vid_1552_sr_5.0,b99d53ee630f491bbb84e21ff3028073,1552,native,,
11.0,0.3966816512857498,0.6778296303710094,4.0823501850579875,310.8076923076923,347.36328125,336.293868210275,87.73883629491537,521.9299771819738,179.225,4035.5264185233,1052.8660355389845,graphhopper,offline,ohare_filtered_vid_1552_sr_5.0,13269fc68ea74056abf66fba327859f5,1552,batches,5.0,50.0
11.0,0.4028028641790453,0.8255893460047006,4.251843320266053,292.06026785714283,348.0234375,423.5216796217849,104.67686602962267,639.258702836684,178.73333333333332,5082.260155461419,1256.1223923554721,graphhopper,offline,ohare_filtered_vid_1552_sr_5.0,8c550cf5a2f34f8e86a109644ec043e9,1552,batches,10.0,50.0
11.0,0.4016711664132618,0.7634106733939001,4.324288813506838,337.08052884615387,375.34375,210.3956116729097,7.981301095170124,305.8563482466747,11.995678823168863,2524.7473400749163,95.7756131420415,graphhopper,offline,ohare_filtered_vid_1552_sr_5.0,41546043310f4388b54be454727af063,1552,batches,30.0,50.0
6.0,0.0013527296928327651,0.0016037549488054613,0.00830759044368601,2.8424479166666665,3.23046875,229.42111165285223,374.57308629936614,275.96109215017066,457.6753128555176,1605.9477815699656,2622.011604095563,osrm,offline,ohare_filtered_vid_1552_sr_5.0,c455d6f013be406da0dc2df5e0457156,1552,batches,5.0,
6.0,0.0011352514285714284,0.0011835599999999997,0.0067632,2.14208984375,2.2109375,106.19428571428571,8.459999999999999,110.96,8.82,743.36,59.21999999999999,osrm,offline,ohare_filtered_vid_1552_sr_5.0,ef6aac2db17c4a419e83316eedc7f18c,1552,batches,10.0,
7.0,0.0009684432231087084,0.0011728711067580803,0.006574674678111587,2.1080729166666665,2.1953125,225.00727751026722,11.99611637374786,287.28755364806864,14.357510729613734,1800.0582200821377,95.96893098998288,osrm,offline,ohare_filtered_vid_1552_sr_5.0,e08c8faa11114c2bb6898b88942ac16d,1552,batches,30.0,
12.0,1.8802556582721337,2.7169536675097725,23.105990924163763,1446.5225360576924,1487.7109375,145.85672802966786,4.158327190520851,298.41969543147206,10.510659898477158,1896.137464385682,54.05825347677107,graphium,online,ohare_filtered_vid_1552_sr_10.0,0020fcef10544182a0e5f7c4cb43c341,1552,native,5.0,
13.0,1.7377693159954275,2.512574530318371,23.000597016929618,1445.8490513392858,1483.70703125,214.78924035170988,14.349869782388634,320.8430872986137,25.94620148013895,3007.0493649239384,200.89817695344087,graphium,online,ohare_filtered_vid_1552_sr_10.0,f952ab810ad645fc8c5d38aeb07ba750,1552,native,10.0,
13.0,1.9036735448084756,2.8365854479855686,25.315904668887942,1440.181361607143,1482.32421875,144.89053429695878,4.459691298893712,309.7311740890688,11.116396761133602,2028.4674801574229,62.43567818451197,graphium,online,ohare_filtered_vid_1552_sr_10.0,3d31a4e5f2bc4545bf3c300b24819322,1552,native,30.0,
7.0,0.17274170620444362,0.21956745234690708,1.2559896313187173,105.17317708333333,127.59375,11582.963849212736,4344.158050643791,15299.720297029704,6110.147155735158,92663.71079370189,34753.26440515033,barefoot,online,ohare_filtered_vid_1552_sr_10.0,b9466075a17744609df4c045fff2bbf6,1552,native,,
11.0,0.37999138538450644,0.6811432945720252,4.104783288288398,293.62527901785717,349.3515625,328.59446100699694,90.70736706361039,535.1662569543279,177.08052788200285,3943.1335320839635,1088.4884047633248,graphhopper,offline,ohare_filtered_vid_1552_sr_10.0,e3d95981558749c78ac20408695ea5bb,1552,batches,5.0,50.0
11.0,0.3714021346238716,0.6478829022774327,3.808942713209026,311.05775669642856,374.1875,208.79163821316465,8.14823540566181,294.58253664754625,12.665448249326664,2505.4996585579756,97.77882486794172,graphhopper,offline,ohare_filtered_vid_1552_sr_10.0,26ef0e9777f5414bb9addb4091baff30,1552,batches,10.0,50.0
12.0,0.3640922596706882,0.6216093611181703,4.2600558236894255,343.9375,378.34765625,197.54467603222992,7.775974907312928,287.0389807948279,14.730241423125793,2568.080788418989,101.08767379506806,graphhopper,offline,ohare_filtered_vid_1552_sr_10.0,c34690a1b9f044e290d8b2f68b87fe9b,1552,batches,30.0,50.0
5.0,0.001459198751173709,0.0014971925070422537,0.0072580000000000006,2.01171875,2.2109375,35.38426291079812,8.443971830985914,36.30557746478873,8.663830985915492,212.3055774647887,50.66383098591549,osrm,offline,ohare_filtered_vid_1552_sr_10.0,110753470e9b47ee8e53dd01814b9534,1552,batches,5.0,
6.0,0.0,0.0,0.0,2.3671875,2.88671875,220.20827285787846,11.970741107438483,268.3705481673694,13.48345767109958,1541.4579100051492,83.79518775206938,osrm,offline,ohare_filtered_vid_1552_sr_10.0,dea8664284204662afe9b1f60c78ef34,1552,batches,10.0,
7.0,0.0008209735502785857,0.001037254182156134,0.005530534220072552,2.1128472222222223,2.203125,155.87002172364993,12.036421028440685,192.55989520354697,14.21076178960097,1246.9601737891994,96.29136822752548,osrm,offline,ohare_filtered_vid_1552_sr_10.0,2f0a0846a38d4fac95452d5219a9beec,1552,batches,30.0,
12.0,1.8802187730358426,2.5946459975114062,23.062967836218245,1444.8452524038462,1474.390625,146.4526719670935,4.262231725713803,293.21262385321097,11.75576146788991,1903.8847355722153,55.40901243427943,graphium,online,ohare_filtered_vid_1552_sr_20.0,e24cf6d31fc340cf80638422bade9bf7,1552,native,5.0,
13.0,1.7383348358413797,2.6742185254192177,23.01371004586922,1445.148716517857,1487.8828125,135.2430368391886,4.381938054527256,300.79796285200723,11.096327513546056,1893.40251574864,61.34713276338159,graphium,online,ohare_filtered_vid_1552_sr_20.0,5b6c8f7a62514ad5824109ed5b43ee0d,1552,native,10.0,
13.0,1.8529006404643482,2.809168880909635,24.630057965920443,1440.05078125,1483.625,221.6407093103041,295.5830971650311,296.57781923714754,746.8500000000001,3102.969930344257,4138.163360310436,graphium,online,ohare_filtered_vid_1552_sr_20.0,ddab343bd23843839ebe1aed64543564,1552,native,30.0,
6.0,0.1792661137607087,0.20515324228809637,1.080771902143747,83.89208984375,108.875,12052.53869931868,2526.883776786813,14423.156878850104,3640.2833719314494,84367.77089523076,17688.18643750769,barefoot,online,ohare_filtered_vid_1552_sr_20.0,a1c33ffea69540b298e3316e73fa1086,1552,native,,
12.0,0.3313903293729166,0.7128224702651516,3.933314785067613,294.7109375,318.98046875,185.8416301120813,7.412589350056895,287.8953253143794,11.981925925925923,2415.941191457057,96.36366155073964,graphhopper,offline,ohare_filtered_vid_1552_sr_20.0,8ea3228f3e7940328939b951f64cbab1,1552,batches,5.0,50.0
12.0,0.36342750914079114,0.725016034266765,4.300760523399187,327.8978794642857,353.21875,195.31304482022645,7.674888116418943,292.95288246429186,13.362958579881655,2539.069582662944,99.77354551344627,graphhopper,offline,ohare_filtered_vid_1552_sr_20.0,d595c72c5005498c9c4c401398a7458c,1552,batches,10.0,50.0
12.0,0.34213951823206395,0.6087113999999999,3.909246527103378,298.72739955357144,332.953125,192.27581543545674,7.3075687253800385,312.0286540198735,12.146203763789748,2499.5856006609374,94.9983934299405,graphhopper,offline,ohare_filtered_vid_1552_sr_20.0,7dc1c267793440078247eebc031158a0,1552,batches,30.0,50.0
6.0,0.0004502093387178186,0.000563229151943462,0.0027422291519434592,2.1591796875,2.23046875,202.40426552246342,8.677738515901058,259.30318021201407,10.856183745583039,1416.829858657244,60.74416961130741,osrm,offline,ohare_filtered_vid_1552_sr_20.0,0a2271a31ad84085952dd665c9c334ab,1552,batches,5.0,
7.0,0.000986472032374101,0.0011787701438848923,0.0071079701438848935,2.1180555555555554,2.1953125,61.0929856115108,8.38531175059952,73.0021582733813,10.019904076738609,488.7438848920864,67.08249400479616,osrm,offline,ohare_filtered_vid_1552_sr_20.0,8a612aa7391245b1a4ad50ee384e691f,1552,batches,10.0,
6.0,0.0010041367261489384,0.001205216503838102,0.006170216503838102,2.10498046875,2.203125,139.37938889442725,8.49420795533845,170.60446615491975,10.195184926727146,975.6557222609908,59.45945568736915,osrm,offline,ohare_filtered_vid_1552_sr_20.0,6f65680b9c2647f887ce4f28edf851f5,1552,batches,30.0,
18.0,1.488448600308819,2.4916726733990413,27.03221715791251,1438.1831825657894,1502.5,5606.260315558337,1865.1803208258505,14033.33757094211,4869.5752553916,106518.94599560842,35438.42609569116,graphium,online,ohare_filtered_vid_749_sr_1.0,54a7a198f1944333b30dc65b826c6ac9,749,native,5.0,
17.0,1.4906341704519068,2.7794957086807255,25.536467417892776,1440.5243055555557,1479.3671875,4489.925695126734,1201.241192635815,9394.074999999997,2800.125,80818.66251228123,21622.34146744467,graphium,online,ohare_filtered_vid_749_sr_1.0,cac2e0ad09d54621b5a7e88b5f480914,749,native,10.0,
18.0,1.3549393402103747,2.4955889553484494,24.46380300474439,1448.361636513158,1479.08203125,3841.0126681475363,720.9833335096379,9188.03907788162,1768.8876012461058,72979.24069480319,13698.68333668312,graphium,online,ohare_filtered_vid_749_sr_1.0,9a4ccadb006146ed9c6499025479564d,749,native,30.0,
12.0,0.4772999892594563,0.7295473959785154,6.028112348357428,290.234375,430.60546875,16938.785959118275,811026.387813512,24495.403264013225,1590721.0247826083,220204.21746853756,10543343.041575655,barefoot,online,ohare_filtered_vid_749_sr_1.0,2c6ff231aa584d1282351e617e9a23f0,749,native,,
16.0,0.3197685243965506,0.572298720022124,4.987866965104117,323.1740451388889,351.33984375,4198.611660465339,2457.8976101950443,9062.136216216217,5396.941621621621,71376.39822791076,41784.259373315756,graphhopper,offline,ohare_filtered_vid_749_sr_1.0,02fddaad86f44295a6295da8ad78458a,749,batches,5.0,50.0
16.0,0.3056978634250709,0.7969094470686767,4.641948368510962,316.77816611842104,369.63671875,2802.848927741458,1098.4838845456654,5330.9699270467445,2136.4082950553907,47648.43177160478,18674.226037276312,graphhopper,offline,ohare_filtered_vid_749_sr_1.0,1f51691626204a188e30198fa148d236,749,batches,10.0,50.0
15.0,0.28796672416384644,0.5817650177304965,4.025702568891047,319.29600694444446,377.2734375,2116.7035134291154,374.41921616383456,4050.821577069751,731.9323656046253,33867.25621486585,5990.707458621353,graphhopper,offline,ohare_filtered_vid_749_sr_1.0,e9842a8d116a4718b6e27964404f896e,749,batches,30.0,50.0
10.0,0.0024829398153206742,0.0034941397169143667,0.025594009095679,11.381009615384615,16.2109375,2078.0552643015235,4014.576922882681,2963.05838641189,5813.693630573249,22858.607907316757,44160.34615170949,osrm,offline,ohare_filtered_vid_749_sr_1.0,433eed2cebe043c9bbebb8b98154ccd1,749,batches,10.0,
11.0,0.0016804183046112804,0.0024425604261264404,0.019223689204884913,7.919471153846154,10.84765625,1059.0831294580814,2244.416833731199,1669.7992315752706,3581.6055536150893,12708.997553496978,26933.00200477439,osrm,offline,ohare_filtered_vid_749_sr_1.0,49cfd1f8b34846ecb72db64eab3b3de8,749,batches,30.0,
18.0,1.3193097891022592,2.7046636862184075,23.865638806659742,1442.3153782894738,1477.2265625,312.25831443835546,277.73430731945837,813.913220439691,913.8323825503356,5932.907974328754,5276.9518390697085,graphium,online,ohare_filtered_vid_749_sr_5.0,038992ee549c4353b5ce9543380252cf,749,native,5.0,
