duration_s,cpu_avg,cpu_max,cpu_total_core_s,mem_avg_mb,mem_peak_mb,rx_avg_bps,tx_avg_bps,rx_peak_bps,tx_peak_bps,rx_total_bytes,tx_total_bytes,matcher_name_prom,mode_prom,dataset_id_prom,run_id,vehicle_id_prom,adapter_prom,batch_size_prom,gps_accuracy_prom,precision,recall,f1_score,error_rate,accuracy,newson_krumm_error,matched_count,added_count,missing_count,ground_truth_count,total_gt_length,total_added_length,total_missing_length,vehicle_id_mm,experiment_id,dataset_id_mm,matcher_name_mm,mode_mm,adapter_mm,batch_size_mm,gps_accuracy_mm,matcher_name,mode,e2e_t0,e2e_t1,e2e_steps,e2e_total_points,e2e_execution_time_s,e2e_throughput_pps,e2e_avg_step_latency_ms,e2e_p50_step_latency_ms,e2e_p75_step_latency_ms,e2e_p95_step_latency_ms,e2e_p99_step_latency_ms,e2e_max_step_latency_ms,e2e_avg_inter_arrival_ms,e2e_p50_inter_arrival_ms,e2e_p75_inter_arrival_ms,e2e_p95_inter_arrival_ms,e2e_p99_inter_arrival_ms,e2e_max_inter_arrival_ms,e2e_avg_points_per_step,e2e_client_mem_peak_mb,e2e_client_cpu_time_ms
14.0,1.6244542310962875,2.4780352140856343,23.18547488581835,1433.6979166666667,1477.80859375,129.40496075378067,4.120931443215626,303.76499586435074,10.907667493796524,1941.07441130671,61.81397164823438,graphium,online,ohare_filtered_vid_1139_sr_5.0,e6dfe23bf69e499c922fb7106a8fc9e5,1139,native,10.0,,0.9724066661810646,0.9139601320149386,0.942277955533341,0.0577220444666589,0.8908559299323965,0.1119747035810884,10,1,2,12,686.8367047954366,17.812997020186607,59.09533940789397,1139,e6dfe23bf69e499c922fb7106a8fc9e5,ohare_filtered_vid_1139_sr_5.0,graphium,online,native,10.0,,graphium,online,1768186452.2410057,1768186452.2410057,1,23,0.0,,3832.102644002589,3832.102644002589,3832.102644002589,3832.102644002589,3832.102644002589,3832.102644002589,,,,,,,23.0,322.58203125,10.0
13.0,1.6921148982471077,2.624520352781547,22.383740723324674,1445.717633928571,1482.69921875,141.82170390354278,3.9581538591038834,305.9988805970149,11.19402985074627,1985.503854649599,55.414154027454366,graphium,online,ohare_filtered_vid_1139_sr_5.0,b47def90b2184d148b806ae1b7d8095d,1139,native,30.0,,0.9724066661810646,0.9139601320149386,0.942277955533341,0.0577220444666589,0.8908559299323965,0.1119747035810884,10,1,2,12,686.8367047954366,17.812997020186607,59.09533940789397,1139,b47def90b2184d148b806ae1b7d8095d,ohare_filtered_vid_1139_sr_5.0,graphium,online,native,30.0,,graphium,online,1768186467.459505,1768186467.459505,1,23,0.0,,3832.211995002581,3832.211995002581,3832.211995002581,3832.211995002581,3832.211995002581,3832.211995002581,,,,,,,23.0,322.58203125,10.0
7.0,0.2487444333235771,0.2841975768888889,1.7494288534885358,154.678125,206.67578125,12382.269656412096,13151.329992563476,16028.137347436945,16875.278060440498,99058.15725129675,105210.6399405078,barefoot,online,ohare_filtered_vid_1139_sr_5.0,8582086d10da45ba95bd6f5b19044a75,1139,native,,,1.0,1.0,1.0,0.0,1.0,0.0,12,0,0,12,686.8367047954366,0.0,0.0,1139,8582086d10da45ba95bd6f5b19044a75,ohare_filtered_vid_1139_sr_5.0,barefoot,online,native,,,barefoot,online,1768186469.4265645,1768186473.1054344,23,23,3.6788699626922607,6.251919810497515,161.07754356515056,167.60747700027423,168.87140949984314,169.57749300418072,171.10893458288047,171.53494500234956,167.2213619405573,167.8074598312378,169.1114902496338,169.7178602218628,171.2647819519043,171.67353630065918,1.0,322.73828125,40.0
13.0,0.3794125337372993,0.590940226956041,4.814002618339889,340.3872395833333,381.3671875,678.9285273304664,304.1968578204188,1269.425,648.35,9504.999382626527,4258.756009485863,graphhopper,offline,ohare_filtered_vid_1139_sr_5.0,c4e24b8806ae4c998b159619b9f185bc,1139,batches,5.0,50.0,0.7937487818930007,0.7475546185141083,0.7699594611772499,0.2300405388227501,0.6259626710467318,0.4466933024746164,7,4,5,12,686.8367047954366,133.41660196526,173.3887539605968,1139,c4e24b8806ae4c998b159619b9f185bc,ohare_filtered_vid_1139_sr_5.0,graphhopper,offline,batches,5.0,50.0,graphhopper,offline,1768186489.8443427,1768186492.9080763,5,23,3.0637335777282715,7.507180182767157,768.1113031998393,847.565599004156,850.8090719988104,859.6808967995457,861.4552617596928,861.8988529997296,765.9334540367126,849.3121862411499,853.7089824676514,860.3682994842529,861.7001628875732,862.0331287384033,4.6,322.73828125,20.00000000000091
13.0,0.3698135748864742,0.5639785181616834,4.627272740856343,335.75026041666666,375.453125,387.1684633702986,98.60731675561148,702.4563754747694,230.1,5420.358487184181,1380.5024345785607,graphhopper,offline,ohare_filtered_vid_1139_sr_5.0,ba9505be1dd84fd2bae54247941d850e,1139,batches,10.0,50.0,0.7937487818930007,0.7475546185141083,0.7699594611772499,0.2300405388227501,0.6259626710467318,0.4466933024746164,7,4,5,12,686.8367047954366,133.41660196526,173.3887539605968,1139,ba9505be1dd84fd2bae54247941d850e,ohare_filtered_vid_1139_sr_5.0,graphhopper,offline,batches,10.0,50.0,graphhopper,offline,1768186500.4733984,1768186502.666719,3,23,2.1933205127716064,10.486383483887575,1270.2691866676712,1617.770232995099,1653.8829655000882,1682.7731515040796,1688.5511887048779,1689.9956980050774,1096.6602563858032,1096.6602563858032,1393.403708934784,1630.7984709739685,1678.2774233818054,1690.1471614837646,7.666666666666667,322.73828125,20.0
12.0,0.3718303850705396,0.6615040521023766,4.172290953814637,333.4416852678572,366.86328125,186.690152652986,7.299389447177062,298.7873080859775,12.758477621692258,2426.9719844888177,94.8920628133018,graphhopper,offline,ohare_filtered_vid_1139_sr_5.0,5ca4a2fe5dbf44f5bf1be0fc6cef78cd,1139,batches,30.0,50.0,0.8410757357938846,0.9010381876931348,0.8700250270378352,0.1299749729621647,0.7699507049763362,0.2692161959570855,10,3,2,12,686.8367047954366,116.93695984329533,67.97060506543187,1139,5ca4a2fe5dbf44f5bf1be0fc6cef78cd,ohare_filtered_vid_1139_sr_5.0,graphhopper,offline,batches,30.0,50.0,graphhopper,offline,1768186512.439654,1768186512.439654,1,23,0.0,,3820.589014998404,3820.589014998404,3820.589014998404,3820.589014998404,3820.589014998404,3820.589014998404,,,,,,,23.0,322.73828125,10.0
7.0,0.0011425065085726,0.0012968597470238,0.0078431923215573,3.492578125,4.0703125,467.5121167645141,596.5997373235637,583.4253424657534,732.37505407354,3740.0969341161126,4772.797898588509,osrm,offline,ohare_filtered_vid_1139_sr_5.0,55881f22862a47bdbfa800929d4d8be0,1139,batches,5.0,,0.970691663654941,0.794665599639411,0.8739027379918096,0.1260972620081903,0.7760455224208275,0.2293279376990936,8,1,4,12,686.8367047954366,16.4796421219647,141.03120292481393,1139,55881f22862a47bdbfa800929d4d8be0,ohare_filtered_vid_1139_sr_5.0,osrm,offline,batches,5.0,,osrm,offline,1768186514.0579169,1768186517.0845568,5,23,3.026639938354492,7.599186050688448,739.961824400234,840.8102309986134,840.9525649985881,841.2097194013768,841.2611502819345,841.274008002074,756.659984588623,840.9900665283203,841.1491513252258,841.3673043251038,841.4109349250793,841.4218425750732,4.6,322.73828125,20.0
8.0,0.0011080803333455,0.0012890689517819,0.0090050324737945,3.134765625,3.453125,288.797768243379,437.4392848069213,368.7580293501048,574.0307337526206,2599.1799141904107,3936.953563262292,osrm,offline,ohare_filtered_vid_1139_sr_5.0,84cf1e82824f4828bc8d5d0e4403f2ce,1139,batches,10.0,,0.970691663654941,0.794665599639411,0.8739027379918096,0.1260972620081903,0.7760455224208275,0.2293279376990936,8,1,4,12,686.8367047954366,16.4796421219647,141.03120292481393,1139,84cf1e82824f4828bc8d5d0e4403f2ce,ohare_filtered_vid_1139_sr_5.0,osrm,offline,batches,10.0,,osrm,offline,1768186519.5248048,1768186521.7087822,3,23,2.1839773654937744,10.531244674690088,1232.1085773316252,1512.6882749973447,1596.5447494963882,1663.629929095623,1677.04696501547,1680.4012239954318,1091.9886827468872,1091.9886827468872,1386.2857222557068,1621.7233538627625,1668.8108801841736,1680.5827617645264,7.666666666666667,322.73828125,10.0
7.0,0.0009911242933526,0.00119720729927,0.0067317870475514,2.134548611111111,2.2265625,223.05145172716576,12.060341949304004,272.6362668559262,13.823633782824698,1784.4116138173265,96.48273559443204,osrm,offline,ohare_filtered_vid_1139_sr_5.0,93f77c36abc549648d09c9715cad3e8c,1139,batches,30.0,,1.0,0.8348799570567028,0.91001043838957,0.0899895616104299,0.8348799570567029,0.1651200429432972,9,0,3,12,686.8367047954366,0.0,113.41050619085529,1139,93f77c36abc549648d09c9715cad3e8c,ohare_filtered_vid_1139_sr_5.0,osrm,offline,batches,30.0,,osrm,offline,1768186526.312467,1768186526.312467,1,23,0.0,,3693.08500700572,3693.08500700572,3693.08500700572,3693.08500700572,3693.08500700572,3693.08500700572,,,,,,,23.0,322.73828125,10.0
14.0,1.656127321577435,2.476096498054475,23.569661713672648,1438.3377604166667,1478.7734375,138.54902333795016,3.770406196572319,301.9434343434344,11.252013348164628,2078.2353500692525,56.556092948584784,graphium,online,ohare_filtered_vid_1139_sr_10.0,dff30ba70d4a435ea4b9e239072def1c,1139,native,5.0,,1.0,1.0,1.0,0.0,1.0,0.0,12,0,0,12,686.8367047954366,0.0,0.0,1139,dff30ba70d4a435ea4b9e239072def1c,ohare_filtered_vid_1139_sr_10.0,graphium,online,native,5.0,,graphium,online,1768186541.0505495,1768186541.0505495,1,12,0.0,,3819.252706001862,3819.252706001862,3819.252706001862,3819.252706001862,3819.252706001862,3819.252706001862,,,,,,,12.0,323.125,0.0
14.0,1.6667154599515543,2.774552155275065,23.80422187769415,1440.2848958333334,1482.02734375,144.50313217336844,4.073015004063834,275.5685863874345,11.921703183133529,2167.5469826005265,61.09522506095752,graphium,online,ohare_filtered_vid_1139_sr_10.0,48a45425de8048ffac7321e958e17075,1139,native,10.0,,1.0,1.0,1.0,0.0,1.0,0.0,12,0,0,12,686.8367047954366,0.0,0.0,1139,48a45425de8048ffac7321e958e17075,ohare_filtered_vid_1139_sr_10.0,graphium,online,native,10.0,,graphium,online,1768186556.2964938,1768186556.2964938,1,12,0.0,,3853.7359580004704,3853.7359580004704,3853.7359580004704,3853.7359580004704,3853.7359580004704,3853.7359580004704,,,,,,,12.0,323.125,0.0
13.0,1.6958144924829597,2.8841034404963337,22.37889681698365,1440.862165178571,1488.09375,143.24101033874487,3.922780497801397,302.9452554744525,10.668988529718456,2005.374144742428,54.91892696921956,graphium,online,ohare_filtered_vid_1139_sr_10.0,2d1adfd4f5684f95957aee154657f78f,1139,native,30.0,,1.0,1.0,1.0,0.0,1.0,0.0,12,0,0,12,686.8367047954366,0.0,0.0,1139,2d1adfd4f5684f95957aee154657f78f,ohare_filtered_vid_1139_sr_10.0,graphium,online,native,30.0,,graphium,online,1768186571.4997325,1768186571.4997325,1,12,0.0,,3851.681151994853,3851.681151994853,3851.681151994853,3851.681151994853,3851.681151994853,3851.681151994853,,,,,,,12.0,323.125,0.0
7.0,0.1930033293926085,0.2228094098808689,1.3393352686447042,121.31875,166.4765625,12254.283436840178,4990.19524477957,16646.22284739983,6464.978775890157,98034.26749472144,39921.56195823656,barefoot,online,ohare_filtered_vid_1139_sr_10.0,5c40fa895cbf4d15acfd4a577a3c62bf,1139,native,,,1.0,1.0,1.0,0.0,1.0,0.0,12,0,0,12,686.8367047954366,0.0,0.0,1139,5c40fa895cbf4d15acfd4a577a3c62bf,ohare_filtered_vid_1139_sr_10.0,barefoot,online,native,,,barefoot,online,1768186573.409207,1768186577.0742652,12,12,3.665058135986328,3.274163616171562,308.031723416813,333.7469845027954,335.39455449863453,336.5348014533083,336.95075149102195,337.05473900045035,333.1871032714844,334.1708183288574,335.71505546569824,336.7350101470947,337.12220191955566,337.2189998626709,1.0,322.96875,20.00000000000091
12.0,0.3525981985777839,0.6133200340979541,3.970456547413237,311.0494791666667,369.77734375,437.4199833603923,158.29507963495763,719.4199999999998,316.8666666666667,5686.4597836851,2057.836035254449,graphhopper,offline,ohare_filtered_vid_1139_sr_10.0,b97862be054249368a0015325613915e,1139,batches,5.0,50.0,0.7288032672514516,0.457534830197274,0.5621548862777266,0.4378451137222734,0.3909704048876501,0.7127195534529462,4,3,8,12,686.8367047954366,116.93695984329533,372.58498969360136,1139,b97862be054249368a0015325613915e,ohare_filtered_vid_1139_sr_10.0,graphhopper,offline,batches,5.0,50.0,graphhopper,offline,1768186594.4867628,1768186596.8437133,3,12,2.356950521469116,5.091324527474701,1265.965582667074,1441.281607003475,1564.0737095018267,1662.3073915005082,1681.9541279002444,1686.8658120001785,1178.475260734558,1178.475260734558,1432.7604174613953,1636.188542842865,1676.874167919159,1687.0455741882324,4.0,322.96875,9.99999999999909
13.0,0.3564641041158484,0.7002537526381128,4.545466547938452,341.0807291666667,377.25,345.1193664303421,18.08609686344712,598.3025229624461,30.926636437623525,4831.67113002479,253.2053560882597,graphhopper,offline,ohare_filtered_vid_1139_sr_10.0,75227ce4e79c4ba3bb36c623c33bbb9d,1139,batches,10.0,50.0,0.7797018241626008,0.6025817190685059,0.6797940521906328,0.3202059478093672,0.5149151564713239,0.5676726645817144,7,3,5,12,686.8367047954366,116.93695984329533,272.96146250045456,1139,75227ce4e79c4ba3bb36c623c33bbb9d,ohare_filtered_vid_1139_sr_10.0,graphhopper,offline,batches,10.0,50.0,graphhopper,offline,1768186605.9042077,1768186606.574257,2,12,0.6700491905212402,17.909132896146087,1902.1877109989873,1902.1877109989873,2518.3537314987916,3011.286547898635,3109.8731111786037,3134.519751998596,670.0491905212402,670.0491905212402,670.0491905212402,670.0491905212402,670.0491905212402,670.0491905212402,6.0,322.96875,10.00000000000182
12.0,0.34289238504757,0.6915735737265416,3.766027431891868,299.8537946428572,322.9921875,199.6227452696948,7.583243420882988,306.9115732060679,13.44314928425358,2595.0956885060323,98.58216447147883,graphhopper,offline,ohare_filtered_vid_1139_sr_10.0,f03e8a28fd2a4ac1a5520524b945c4e9,1139,batches,30.0,50.0,0.8410757357938846,0.9010381876931348,0.8700250270378352,0.1299749729621647,0.7699507049763362,0.2692161959570855,10,3,2,12,686.8367047954366,116.93695984329533,67.97060506543187,1139,f03e8a28fd2a4ac1a5520524b945c4e9,ohare_filtered_vid_1139_sr_10.0,graphhopper,offline,batches,30.0,50.0,graphhopper,offline,1768186616.342853,1768186616.342853,1,12,0.0,,3802.4235789998784,3802.4235789998784,3802.4235789998784,3802.4235789998784,3802.4235789998784,3802.4235789998784,,,,,,,12.0,322.96875,9.99999999999909
7.0,0.0010217124223346,0.001106610134271,0.0071683524616368,2.660546875,3.13671875,352.2284251065166,294.1008537454268,410.47289002557545,366.97308184143225,2817.827400852133,2352.806829963414,osrm,offline,ohare_filtered_vid_1139_sr_10.0,c50f957187ab4adb96dd435f7fb43a23,1139,batches,5.0,,1.0,0.5945097742125218,0.7456959923699827,0.2543040076300172,0.5945097742125218,0.4054902257874781,6,0,6,12,686.8367047954366,0.0,278.50557050662906,1139,c50f957187ab4adb96dd435f7fb43a23,ohare_filtered_vid_1139_sr_10.0,osrm,offline,batches,5.0,,osrm,offline,1768186618.614934,1768186620.9612627,3,12,2.3463287353515625,5.114372857988281,1229.534770999938,1342.5016019973557,1509.4752109980618,1643.054098198627,1669.76987563874,1676.4488199987682,1173.1643676757812,1173.1643676757812,1424.860119819641,1626.216721534729,1666.4880418777466,1676.555871963501,4.0,322.96875,20.00000000000091
7.0,0.0008591142871018,0.0010917341132293,0.0057811801835853,2.06484375,2.234375,234.68488808763584,12.277581966752884,259.3609071274298,14.651619870410364,1877.4791047010867,98.22065573402308,osrm,offline,ohare_filtered_vid_1139_sr_10.0,fe4cd719aaf541c7a4d787af0411fc9c,1139,batches,10.0,,1.0,0.6347241316298137,0.7765519812777171,0.2234480187222829,0.6347241316298136,0.3652758683701863,7,0,5,12,686.8367047954366,0.0,250.88487377267043,1139,fe4cd719aaf541c7a4d787af0411fc9c,ohare_filtered_vid_1139_sr_10.0,osrm,offline,batches,10.0,,osrm,offline,1768186624.8946946,1768186625.5649762,2,12,0.6702816486358643,17.902921890256156,1843.706684998324,1843.706684998324,2430.514003999633,2899.9598592006805,2993.84903024089,3017.3213230009424,670.2816486358643,670.2816486358643,670.2816486358643,670.2816486358643,670.2816486358643,670.2816486358643,6.0,322.96875,9.99999999999909
7.0,0.0007931272240845,0.001056696742671,0.0055550962943053,2.05078125,2.19140625,228.683707929308,11.584847590075936,287.0483077813133,14.34645646514319,1829.469663434464,92.67878072060748,osrm,offline,ohare_filtered_vid_1139_sr_10.0,cd7e62f9d0294c0282564b5e5de68df1,1139,batches,30.0,,1.0,0.6347241316298137,0.7765519812777171,0.2234480187222829,0.6347241316298136,0.3652758683701863,7,0,5,12,686.8367047954366,0.0,250.88487377267043,1139,cd7e62f9d0294c0282564b5e5de68df1,ohare_filtered_vid_1139_sr_10.0,osrm,offline,batches,30.0,,osrm,offline,1768186630.1501372,1768186630.1501372,1,12,0.0,,3686.817212001188,3686.817212001188,3686.817212001188,3686.817212001188,3686.817212001188,3686.817212001188,,,,,,,12.0,322.96875,0.0
