run_id,precision,recall,f1_score,error_rate,accuracy,newson_krumm_error,matched_count,added_count,missing_count,ground_truth_count,total_gt_length,total_added_length,total_missing_length,vehicle_id,experiment_id,dataset_id,matcher_name,mode,adapter,batch_size,gps_accuracy
dab22a6f3ab24c0990943b35b5a4938c,0.529008119006777,0.6084154421945758,0.5659399358847153,0.43406006411528475,0.39464172390426394,0.9332751732208667,6,1,2,8,449.47459172914563,243.47616820736567,176.00730924703103,1552,100fbae6a65f4541987693ef4fd075a8,ohare_filtered_vid_1552_sr_1.0,graphhopper,offline,batches,30.0,50.0
c9adac2c3190444f9ef9321f2b48c477,1.0,0.9294034067505252,0.9634101437768411,0.03658985622315891,0.9294034067505254,0.07059659324947475,7,0,1,8,449.47459172914563,0.0,31.73137492827622,1552,1010999fe6d9454ab7fc2278f6391b23,ohare_filtered_vid_1552_sr_1.0,osrm,offline,batches,5.0,
13789e077ea9496fbf71819baa6743b9,1.0,0.9294034067505252,0.9634101437768411,0.03658985622315891,0.9294034067505254,0.07059659324947475,7,0,1,8,449.47459172914563,0.0,31.73137492827622,1552,dc67d3b5205549f185f017ce49886817,ohare_filtered_vid_1552_sr_1.0,osrm,offline,batches,10.0,
ae34e21df9054d26b0c8b377e6db24e1,1.0,1.0,1.0,0.0,1.0,0.0,8,0,0,8,449.47459172914563,0.0,0.0,1552,ee2d333cc4fd433a9ed20cac3e0d3f95,ohare_filtered_vid_1552_sr_1.0,osrm,offline,batches,30.0,
d25b5740f7b94874882f759fdd09cf0f,1.0,0.9294034067505252,0.9634101437768411,0.03658985622315891,0.9294034067505254,0.07059659324947475,7,0,1,8,449.47459172914563,0.0,31.73137492827622,1552,3633b159235d4d7c992235d011afef44,ohare_filtered_vid_1552_sr_5.0,graphium,online,native,5.0,
04c0eb83e9dd4d3eaaafa27631b495db,1.0,0.9294034067505252,0.9634101437768411,0.03658985622315891,0.9294034067505254,0.07059659324947475,7,0,1,8,449.47459172914563,0.0,31.73137492827622,1552,d843ebd2ca9647349ab2fb4e6a87e91b,ohare_filtered_vid_1552_sr_5.0,graphium,online,native,10.0,
90f4bd7b467d49be861eaed21294e3e5,1.0,0.9294034067505252,0.9634101437768411,0.03658985622315891,0.9294034067505254,0.07059659324947475,7,0,1,8,449.47459172914563,0.0,31.73137492827622,1552,0e243e2431fa4640b412289f1f774e8a,ohare_filtered_vid_1552_sr_5.0,graphium,online,native,30.0,
2db689a5a7b546dd82da1db983ab02d9,1.0,0.9294034067505252,0.9634101437768411,0.03658985622315891,0.9294034067505254,0.07059659324947475,7,0,1,8,449.47459172914563,0.0,31.73137492827622,1552,b99d53ee630f491bbb84e21ff3028073,ohare_filtered_vid_1552_sr_5.0,barefoot,online,native,,
c7cc572a795f467a93eb3ea8ec1fd9ec,0.4784629057152914,0.5305867466122272,0.5031785619915343,0.4968214380084657,0.33616472159900246,1.047766698949925,5,2,3,8,449.47459172914563,259.955178819193,210.9893304187192,1552,13269fc68ea74056abf66fba327859f5,ohare_filtered_vid_1552_sr_5.0,graphhopper,offline,batches,5.0,50.0
30e1b4356e794e4d8b151a8312bf4f12,0.529008119006777,0.6084154421945758,0.5659399358847153,0.43406006411528475,0.39464172390426394,0.9332751732208667,6,1,2,8,449.47459172914563,243.47616820736567,176.00730924703103,1552,8c550cf5a2f34f8e86a109644ec043e9,ohare_filtered_vid_1552_sr_5.0,graphhopper,offline,batches,10.0,50.0
fb1fb4867a134013a81bf413a732c0b3,0.529008119006777,0.6084154421945758,0.5659399358847153,0.43406006411528475,0.39464172390426394,0.9332751732208667,6,1,2,8,449.47459172914563,243.47616820736567,176.00730924703103,1552,41546043310f4388b54be454727af063,ohare_filtered_vid_1552_sr_5.0,graphhopper,offline,batches,30.0,50.0
b0559ee2fd8547d1b417fbda3b62637d,1.0,0.8628781412256499,0.9263924699421654,0.0736075300578346,0.8628781412256498,0.1371218587743503,5,0,3,8,449.47459172914563,0.0,61.63279148974266,1552,c455d6f013be406da0dc2df5e0457156,ohare_filtered_vid_1552_sr_5.0,osrm,offline,batches,5.0,
f43096a67c5a4257882e0c7c9467b251,1.0,0.8628781412256499,0.9263924699421654,0.0736075300578346,0.8628781412256498,0.1371218587743503,5,0,3,8,449.47459172914563,0.0,61.63279148974266,1552,ef6aac2db17c4a419e83316eedc7f18c,ohare_filtered_vid_1552_sr_5.0,osrm,offline,batches,10.0,
90addd408a0141479b5ce08a4cf71602,1.0,0.8628781412256499,0.9263924699421654,0.0736075300578346,0.8628781412256498,0.1371218587743503,5,0,3,8,449.47459172914563,0.0,61.63279148974266,1552,e08c8faa11114c2bb6898b88942ac16d,ohare_filtered_vid_1552_sr_5.0,osrm,offline,batches,30.0,
c07727a43f75407fa2d26acde4971b44,1.0,0.9294034067505252,0.9634101437768411,0.03658985622315891,0.9294034067505254,0.07059659324947475,7,0,1,8,449.47459172914563,0.0,31.73137492827622,1552,0020fcef10544182a0e5f7c4cb43c341,ohare_filtered_vid_1552_sr_10.0,graphium,online,native,5.0,
3b2a4e57f85a44bf801e63aefa47649e,1.0,0.9294034067505252,0.9634101437768411,0.03658985622315891,0.9294034067505254,0.07059659324947475,7,0,1,8,449.47459172914563,0.0,31.73137492827622,1552,f952ab810ad645fc8c5d38aeb07ba750,ohare_filtered_vid_1552_sr_10.0,graphium,online,native,10.0,
113fbfb60f7a4cf28adbe14fc86107be,1.0,0.9294034067505252,0.9634101437768411,0.03658985622315891,0.9294034067505254,0.07059659324947475,7,0,1,8,449.47459172914563,0.0,31.73137492827622,1552,3d31a4e5f2bc4545bf3c300b24819322,ohare_filtered_vid_1552_sr_10.0,graphium,online,native,30.0,
38ff771808c44a8293e478d8cb53d83f,1.0,0.9294034067505252,0.9634101437768411,0.03658985622315891,0.9294034067505254,0.07059659324947475,7,0,1,8,449.47459172914563,0.0,31.73137492827622,1552,b9466075a17744609df4c045fff2bbf6,ohare_filtered_vid_1552_sr_10.0,barefoot,online,native,,
222d230a5ac94d659add9272224e2cc3,1.0,0.4328785424821496,0.604208283742294,0.39579171625770604,0.4328785424821495,0.5671214575178505,5,0,3,8,449.47459172914563,0.0,254.90668557867386,1552,e3d95981558749c78ac20408695ea5bb,ohare_filtered_vid_1552_sr_10.0,graphhopper,offline,batches,5.0,50.0
76369677b9a346a5ba6cfd4445507e0e,0.529008119006777,0.6084154421945758,0.5659399358847153,0.43406006411528475,0.39464172390426394,0.9332751732208667,6,1,2,8,449.47459172914563,243.47616820736567,176.00730924703103,1552,26ef0e9777f5414bb9addb4091baff30,ohare_filtered_vid_1552_sr_10.0,graphhopper,offline,batches,10.0,50.0
6cf8bb38a51e499fb10abf9fd78e8bdc,0.529008119006777,0.6084154421945758,0.5659399358847153,0.43406006411528475,0.39464172390426394,0.9332751732208667,6,1,2,8,449.47459172914563,243.47616820736567,176.00730924703103,1552,c34690a1b9f044e290d8b2f68b87fe9b,ohare_filtered_vid_1552_sr_10.0,graphhopper,offline,batches,30.0,50.0
fd9b5b68c333431ab156076545d99f91,1.0,0.36635327695727393,0.5362497139438264,0.46375028605617363,0.3663532769572739,0.6336467230427261,3,0,5,8,449.47459172914563,0.0,284.8081021401403,1552,110753470e9b47ee8e53dd01814b9534,ohare_filtered_vid_1552_sr_10.0,osrm,offline,batches,5.0,
6b47eccdd9d24a0ca5a48df7bf73c194,1.0,0.8628781412256499,0.9263924699421654,0.0736075300578346,0.8628781412256498,0.1371218587743503,5,0,3,8,449.47459172914563,0.0,61.63279148974266,1552,dea8664284204662afe9b1f60c78ef34,ohare_filtered_vid_1552_sr_10.0,osrm,offline,batches,10.0,
498109b152dc401e92a32f0bab2e31e4,1.0,0.8628781412256499,0.9263924699421654,0.0736075300578346,0.8628781412256498,0.1371218587743503,5,0,3,8,449.47459172914563,0.0,61.63279148974266,1552,2f0a0846a38d4fac95452d5219a9beec,ohare_filtered_vid_1552_sr_10.0,osrm,offline,batches,30.0,
183add8d03344b869ba2209058ed26aa,1.0,0.9294034067505252,0.9634101437768411,0.03658985622315891,0.9294034067505254,0.07059659324947475,7,0,1,8,449.47459172914563,0.0,31.73137492827622,1552,e24cf6d31fc340cf80638422bade9bf7,ohare_filtered_vid_1552_sr_20.0,graphium,online,native,5.0,
23b49afdf8914d738a9bb6c174c9720e,1.0,0.9294034067505252,0.9634101437768411,0.03658985622315891,0.9294034067505254,0.07059659324947475,7,0,1,8,449.47459172914563,0.0,31.73137492827622,1552,5b6c8f7a62514ad5824109ed5b43ee0d,ohare_filtered_vid_1552_sr_20.0,graphium,online,native,10.0,
558de868af64430890d3dd385244ad3e,1.0,0.9294034067505252,0.9634101437768411,0.03658985622315891,0.9294034067505254,0.07059659324947475,7,0,1,8,449.47459172914563,0.0,31.73137492827622,1552,ddab343bd23843839ebe1aed64543564,ohare_filtered_vid_1552_sr_20.0,graphium,online,native,30.0,
5424b5365ddc42a3b2530721432467e2,1.0,0.9294034067505252,0.9634101437768411,0.03658985622315891,0.9294034067505254,0.07059659324947475,7,0,1,8,449.47459172914563,0.0,31.73137492827622,1552,a1c33ffea69540b298e3316e73fa1086,ohare_filtered_vid_1552_sr_20.0,barefoot,online,native,,
a76537959af748258350b8de098ef5de,0.47289374241134535,0.5146094298992373,0.4928704757794554,0.5071295242205446,0.32702595752966723,1.0589947995220703,5,2,3,8,449.47459172914563,257.8205268332534,218.17072832521757,1552,8ea3228f3e7940328939b951f64cbab1,ohare_filtered_vid_1552_sr_20.0,graphhopper,offline,batches,5.0,50.0
545a3945c9c64bb88f9dba90efab151c,0.47289374241134535,0.5146094298992373,0.4928704757794554,0.5071295242205446,0.32702595752966723,1.0589947995220703,5,2,3,8,449.47459172914563,257.8205268332534,218.17072832521757,1552,d595c72c5005498c9c4c401398a7458c,ohare_filtered_vid_1552_sr_20.0,graphhopper,offline,batches,10.0,50.0
6cdb7f189c92487897bda53965a18aa7,0.47289374241134535,0.5146094298992373,0.4928704757794554,0.5071295242205446,0.32702595752966723,1.0589947995220703,5,2,3,8,449.47459172914563,257.8205268332534,218.17072832521757,1552,7dc1c267793440078247eebc031158a0,ohare_filtered_vid_1552_sr_20.0,graphhopper,offline,batches,30.0,50.0
b383fa894dd14773b08da30a2b82f7ec,1.0,0.8628781412256499,0.9263924699421654,0.0736075300578346,0.8628781412256498,0.1371218587743503,5,0,3,8,449.47459172914563,0.0,61.63279148974266,1552,0a2271a31ad84085952dd665c9c334ab,ohare_filtered_vid_1552_sr_20.0,osrm,offline,batches,5.0,
40c81c0c3475415dacc7cd855c992a75,1.0,0.8628781412256499,0.9263924699421654,0.0736075300578346,0.8628781412256498,0.1371218587743503,5,0,3,8,449.47459172914563,0.0,61.63279148974266,1552,8a612aa7391245b1a4ad50ee384e691f,ohare_filtered_vid_1552_sr_20.0,osrm,offline,batches,10.0,
4894aac45397478a9c5fb4b7747e8cb1,1.0,0.8628781412256499,0.9263924699421654,0.0736075300578346,0.8628781412256498,0.1371218587743503,5,0,3,8,449.47459172914563,0.0,61.63279148974266,1552,6f65680b9c2647f887ce4f28edf851f5,ohare_filtered_vid_1552_sr_20.0,osrm,offline,batches,30.0,
826eada0849f4b87b9908e36a304d5fe,0.9776759589683116,0.8038515216294745,0.8822836760435764,0.11771632395642362,0.7893627901223833,0.21450344985942066,8,1,4,12,673.6772280746211,12.365326314027568,132.14076319971042,749,54a7a198f1944333b30dc65b826c6ac9,ohare_filtered_vid_749_sr_1.0,graphium,online,native,5.0,
f89843cd97814ce88e4e3ec5a5e753cd,0.979981779446266,0.8985582696069202,0.9375054127053281,0.062494587294671944,0.882362530516422,0.11979670188197501,10,1,2,12,673.6772280746211,12.365326314027568,68.3389837423031,749,cac2e0ad09d54621b5a7e88b5f480914,ohare_filtered_vid_749_sr_1.0,graphium,online,native,10.0,
b83084ad311140f2938f951e6e431b84,1.0,0.9802291310801265,0.9900158680581124,0.00998413194188763,0.9802291310801265,0.0197708689198737,11,0,1,12,673.6772280746211,0.0,13.319184170567192,749,9a4ccadb006146ed9c6499025479564d,ohare_filtered_vid_749_sr_1.0,graphium,online,native,30.0,
d82ad955569046339ca9903e3ff8caa3,0.9816190029045387,0.9802291310801265,0.9809235746648035,0.01907642533519649,0.9625613450356841,0.038125840408768825,11,1,1,12,673.6772280746211,12.365326314027568,13.319184170567192,749,2c6ff231aa584d1282351e617e9a23f0,ohare_filtered_vid_749_sr_1.0,barefoot,online,native,,
3c253808034d49b7beb60cb26891b5d6,0.7139893205323642,1.0,0.8331315860364865,0.16686841396351348,0.7139893205323642,0.4005811729149963,12,5,0,12,673.6772280746211,269.8624141882552,0.0,749,02fddaad86f44295a6295da8ad78458a,ohare_filtered_vid_749_sr_1.0,graphhopper,offline,batches,5.0,50.0
0b140ffd9f1c46ec8c90bcfaee9f418e,0.7385588740613853,1.0,0.8496219312217645,0.15037806877823545,0.7385588740613852,0.35398819934412556,12,5,0,12,673.6772280746211,238.47378890527693,0.0,749,1f51691626204a188e30198fa148d236,ohare_filtered_vid_749_sr_1.0,graphhopper,offline,batches,10.0,50.0
