run_id,matcher_name,measurement_points,matched_points,edge_ids,vehicle_id,mode
100defb67a4445efa868ee9d48e7a4b0,barefoot__native,"[(41.988994262984924, -87.8800614594739, '1969-12-31T21:48:20-03:00'), (41.98956250159583, -87.87910354432137, '1969-12-31T21:48:40-03:00'), (41.98914421095677, -87.87971620585108, '1969-12-31T21:49:00-03:00'), (41.98952141583655, -87.8801406486454, '1969-12-31T21:49:20-03:00'), (41.984887630364994, -87.87923093119981, '1969-12-31T21:49:40-03:00'), (41.98113433257434, -87.88132407069608, '1969-12-31T21:50:00-03:00'), (41.97782656931201, -87.88685572453325, '1969-12-31T21:50:20-03:00'), (41.980690199394, -87.89482775635229, '1969-12-31T21:50:40-03:00'), (41.982139864633155, -87.8995238373592, '1969-12-31T21:51:00-03:00'), (41.98187779543349, -87.90299323285093, '1969-12-31T21:51:20-03:00'), (41.98030580753091, -87.90537692166308, '1969-12-31T21:51:40-03:00'), (41.97768219774504, -87.90577689884212, '1969-12-31T21:52:00-03:00'), (41.97641490050893, -87.9029411503229, '1969-12-31T21:52:20-03:00'), (41.97801789072655, -87.90008721763509, '1969-12-31T21:52:40-03:00'), (41.980375788345604, -87.89910771449257, '1969-12-31T21:53:00-03:00')]","[(41.98898309858069, -87.88005309222079), (41.989573414836016, -87.87912323596258), (41.98913763626604, -87.8797102670508), (41.98954761669878, -87.88009286674303), (41.984879538357006, -87.87920594749471), (41.98113895898511, -87.88127539273366), (41.97781132358591, -87.88684449670151), (41.980683124298686, -87.89483901312572), (41.982141861285214, -87.89952382976175), (41.98188495550219, -87.90299702456207), (41.98031129183966, -87.90541297766319), (41.97765154305873, -87.90582184202432), (41.97645583813731, -87.90297897333748), (41.97798016504452, -87.90005170376837), (41.980373849897944, -87.89908890101322)]","[['474732230', '474732217', '474732230', '474732225', '715644067', '906072671', '11537207', '981220947', '981220946', '28256688', '680253048', '4376011', '995567209', '474541388', '435501496', '1207938098', '152564445', '981291220', '1047786711', '12252996', '1047786713', '1047786712', '474544200', '1426387812', '474544203', '474544201', '474544199', '981215041', '981215040']]",1423,online
